account_name,poker,pkrdac
zuochuanhong,99.9000 POKER,99.9000 PKRDAC
zwdzlywgszww,3.3002 POKER,3.3002 PKRDAC
zxd123451234,6.6600 POKER,6.6600 PKRDAC
zxcazy141115,2.5580 POKER,2.5580 PKRDAC
zxlhdfjhyong,2.2567 POKER,2.2567 PKRDAC
zyhjtywky123,4509.8784 POKER,4509.8784 PKRDAC
zyszyszyszys,3.5481 POKER,3.5481 PKRDAC
zxm1233ljhxy,1.9123 POKER,1.9123 PKRDAC
zzzxxxzzzxxx,3.8719 POKER,3.8719 PKRDAC
zzzzz.x,7.4655 POKER,7.4655 PKRDAC
zygapophysis,289.6024 POKER,289.6024 PKRDAC
zzzyyy555444,1.3431 POKER,1.3431 PKRDAC
zzzpokerwin1,154355.3108 POKER,154355.3108 PKRDAC
zzzzzzzzzz55,7.6800 POKER,7.6800 PKRDAC
